predictor,bucket_id,bin_label,edge,n_events,alert_rate,target_alert_rate,relative_error_pct,point_idx,mapping_new_fit_month,eval_month,seed
default,2,>= 0.6,0.6,108168,0.11860254419051845,0.1,18.602544190518447,3,5,6,1
default,3,>= 0.8,0.8,108168,0.05968493454626137,0.05,19.369869092522737,3,5,6,1
raw,0,>= 0.2,0.2,108168,0.005149397233932401,0.7,-99.26437182372395,3,5,6,1
raw,1,>= 0.5,0.5,108168,0.0005916722135936691,0.35,-99.83095079611608,3,5,6,1
raw,2,>= 0.6,0.6,108168,0.00022187708009762592,0.1,-99.77812291990237,3,5,6,1
raw,3,>= 0.8,0.8,108168,3.697951334960432e-05,0.05,-99.92604097330079,3,5,6,1
p1,0,>= 0.2,0.2,96842,0.6973420623283286,0.7,-0.3797053816673327,4,6,7,1
p1,1,>= 0.5,0.5,96842,0.3812911753164949,0.35,8.940335804712843,4,6,7,1
p1,2,>= 0.6,0.6,96842,0.12755829082422915,0.1,27.558290824229143,4,6,7,1
p1,3,>= 0.8,0.8,96842,0.06561202783916069,0.05,31.22405567832137,4,6,7,1
p1_5,0,>= 0.2,0.2,96842,0.2804465004853266,0.7,-59.93621421638191,4,6,7,1
p1_5,1,>= 0.5,0.5,96842,0.15761756262778545,0.35,-54.96641067777558,4,6,7,1
p1_5,2,>= 0.6,0.6,96842,0.06673757254083972,0.1,-33.262427459160286,4,6,7,1
p1_5,3,>= 0.8,0.8,96842,0.044206026310898164,0.05,-11.587947378203678,4,6,7,1
p2,0,>= 0.2,0.2,96842,0.6715887734660582,0.7,-4.058746647705971,4,6,7,1
p2,1,>= 0.5,0.5,96842,0.32446665702897504,0.35,-7.295240848864269,4,6,7,1
p2,2,>= 0.6,0.6,96842,0.09047727225790463,0.1,-9.52272774209538,4,6,7,1
p2,3,>= 0.8,0.8,96842,0.04424733070362033,0.05,-11.505338592759346,4,6,7,1
custom,0,>= 0.2,0.2,96842,0.6985605419136325,0.7,-0.20563686948106763,4,6,7,1
custom,1,>= 0.5,0.5,96842,0.3479688564878875,0.35,-0.580326717746422,4,6,7,1
custom,2,>= 0.6,0.6,96842,0.0962908655335495,0.1,-3.709134466450506,4,6,7,1
custom,3,>= 0.8,0.8,96842,0.04673592036513083,0.05,-6.528159269738349,4,6,7,1
default,0,>= 0.2,0.2,96842,0.6989529336444931,0.7,-0.1495809079295553,4,6,7,1
default,1,>= 0.5,0.5,96842,0.3607835443299395,0.35,3.0810126656969996,4,6,7,1
default,2,>= 0.6,0.6,96842,0.10704033373949319,0.1,7.040333739493184,4,6,7,1
default,3,>= 0.8,0.8,96842,0.05285929658619194,0.05,5.718593172383879,4,6,7,1
raw,0,>= 0.2,0.2,96842,0.004460874413993929,0.7,-99.3627322265723,4,6,7,1
raw,1,>= 0.5,0.5,96842,0.0003201090435967865,0.35,-99.90854027325805,4,6,7,1
raw,2,>= 0.6,0.6,96842,0.0001548914727081225,0.1,-99.84510852729187,4,6,7,1
raw,3,>= 0.8,0.8,96842,1.03260981805415e-05,0.05,-99.97934780363893,4,6,7,1
p1,0,>= 0.2,0.2,150937,0.7179551733504708,0.7,2.565024764352973,0,2,3,2
p1,1,>= 0.5,0.5,150937,0.4166639061330224,0.35,19.04683032372069,0,2,3,2
p1,2,>= 0.6,0.6,150937,0.1545810503720095,0.1,54.5810503720095,0,2,3,2
p1,3,>= 0.8,0.8,150937,0.08516798399332172,0.05,70.33596798664344,0,2,3,2
p1_5,0,>= 0.2,0.2,150937,0.30948011421984006,0.7,-55.78855511145142,0,2,3,2
p1_5,1,>= 0.5,0.5,150937,0.18999980124157761,0.35,-45.71434250240639,0,2,3,2
p1_5,2,>= 0.6,0.6,150937,0.09080609790839887,0.1,-9.193902091601133,0,2,3,2
p1_5,3,>= 0.8,0.8,150937,0.06164823734405746,0.05,23.29647468811491,0,2,3,2
p2,0,>= 0.2,0.2,150937,0.734670756673314,0.7,4.952965239044871,0,2,3,2
p2,1,>= 0.5,0.5,150937,0.4190026302364563,0.35,19.71503721041609,0,2,3,2
p2,2,>= 0.6,0.6,150937,0.15393839813962118,0.1,53.93839813962117,0,2,3,2
p2,3,>= 0.8,0.8,150937,0.08561850308406818,0.05,71.23700616813635,0,2,3,2
custom,0,>= 0.2,0.2,150937,0.726375905178982,0.7,3.7679864541402903,0,2,3,2
custom,1,>= 0.5,0.5,150937,0.4127814916157072,0.35,17.93756903305921,0,2,3,2
